type,from,to,detail,status,confidence,verification,url_count,source_1,source_2,source_3,more_sources,last_updated
invested_in,Macquarie Asset Management,Aligned Data Centers,"Owned by Macquarie since 2018 (via MIP IV/V); 2026 sale (enterprise value ~$40B) to a consortium of AIP, MGX, and BlackRock's GIP closed July 2026.",,high,links from original research round,1,https://www.macquarie.com/us/en/about/news/2026/macquarie-asset-management-announces-successful-close-of-aligned-data-centers-transaction.html,,,,2026-09-05
invested_in,Macquarie Asset Management,Applied Digital,Up to $5.0B preferred + 15% common equity facility into Applied Digital's HPC business (APLD HPC Holdings).,,high,confirmed (re-sourcing pass 2026-09-08),3,https://ir.applieddigital.com/news-events/press-releases/detail/117/applied-digital-agrees-to-build-a-partnership-with,https://www.macquarie.com/au/en/about/news/2025/mam-closes-first-investment-in-partnership-with-applied-digital-providing-up-to-us5billion-in-funding-to-support-high-performance-computing-growth.html,https://www.datacenterdynamics.com/en/news/macquarie-invests-up-to-5-billion-applied-digitals-ai-data-center-business/,,2026-09-05
invested_in,Macquarie Asset Management,New Era Energy & Digital,"$290M senior secured term loan + $5M equity investment for the Texas Critical Data Centers campus. — Re-sourcing note (2026-09-08): $290M senior secured term loan (Apr 2026) confirmed, but the lender is described as 'Macquarie Group' (not specifically Macquarie Asset Management), and the $5M equity investment is not visible in these sources.",,medium,partial (re-sourcing pass 2026-09-08),2,https://www.globenewswire.com/news-release/2026/04/08/3270487/0/en/New-Era-Energy-Digital-Closes-Multi-Tranche-290-Million-Senior-Secured-Term-Loan-Credit-Facility-with-Macquarie-Group-to-Finance-Texas-Critical-Data-Center-Flagship-Project.html,https://www.proactiveinvestors.com/companies/news/1090224/new-era-energy-digital-secures-290m-financing-for-texas-data-center-project-1090224.html,,,2026-09-05
invested_in,Macquarie Asset Management,Prime Data Centers,"Founding/controlling shareholder is Data Realty Holding Corp (founders Laag & Pelz); outside structured/equity capital from Grain Management and Macquarie Capital, plus Ares Management as a co-investor.",,medium-high,links from original research round,1,https://www.prnewswire.com/news-releases/grain-management-announces-strategic-structured-financing-in-data-realty-holding-corp-the-founding-and-controlling-shareholder-of-prime-data-centers-302735733.html,,,,2026-09-05
invested_in,Magnetar Capital,CoreWeave,Publicly traded since March 2025 IPO (NASDAQ: CRWV). Pre-IPO/ongoing backers include NVIDIA (strategic) and Magnetar Capital (largest VC-style backer); Blue Owl provided GPU-backed debt financing.,,high,links from original research round,1,https://www.cnbc.com/2025/03/28/coreweave-starts-trading-on-nasdaq-at-per-share.html,,,,2026-09-05
invested_in,Manulife Investment Management,Serverfarm,"Majority acquired by Manulife Investment Management, completed Sept 2023; Israel Infrastructure Fund and NantWorks also investors; CEO retains a stake.",,high,links from original research round,1,https://www.serverfarmllc.com/press-releases/manulife-investment-management-completes-acquisition-of-serverfarm/,,,,2026-09-05
invested_in,Mint Ventures,metrobloks,Participated in metrobloks' Series A. — Re-sourcing note (2026-09-08): Only PitchBook lists Mint Ventures (US) among metrobloks investors; no press release found naming it in the Series A.,,medium,partial (re-sourcing pass 2026-09-08),1,https://pitchbook.com/profiles/company/606972-25,,,,2026-09-05
invested_in,Morgan Stanley Infrastructure Partners (MSIP),Flexential,"Formed/owned by GI Partners since 2017 (~$1B invested); MSIP made a co-control equity investment (~$1B primary equity raised together), closed Nov 2024.",,high,links from original research round,1,https://www.flexential.com/resources/press-release/flexential-accelerate-expansion-and-growth-strategic-investment-morgan,,,,2026-09-05
invested_in,Mubadala Capital,Crusoe,"Series E Oct 2025, $1.375B at ~$10B valuation, co-led by Valor Equity Partners and Mubadala Capital; NVIDIA, Fidelity, T. Rowe Price, Founders Fund, Tiger Global also participated.",,high,links from original research round,1,https://www.crusoe.ai/resources/newsroom/crusoe-announces-series-e-funding,,,,2026-09-05
invested_in,Mubadala Investment Company,Princeton Digital Group,"Co-founded by Warburg Pincus (2017); Mubadala ($350M), OTPP, and Stonepeak (~$1.3B, July 2025) also invested.",,high,links from original research round,1,https://warburgpincus.com/investments/princeton-digital-group/,,,,2026-09-05
invested_in,NGP,Cloverleaf Infrastructure,"Sandbrook Capital and NGP provided founding capital ($300M+, July 2024); NVIDIA made a minority investment (~Aug 2026). Founded by ex-Microsoft energy head Brian Janous.",,high,links from original research round,1,https://www.datacenterdynamics.com/en/news/cloverleaf-infrastructure-secures-300m-for-clean-energy-data-center-campuses/,,,,2026-09-05
invested_in,NVIDIA,Applied Digital,"Participated (with others) in a $160M investment, Sept 2024/2025. — Re-sourcing note (2026-09-08): Date is September 2024 (not 2025).",,medium,confirmed (re-sourcing pass 2026-09-08),3,https://ir.applieddigital.com/news-events/press-releases/detail/107/applied-digital-announces-160-million-strategic-financing,https://www.datacenterdynamics.com/en/news/nvidia-among-latest-investors-in-applied-digital/,https://www.nasdaq.com/articles/nvidia-nvda-joins-160m-funding-round-applied-digital-ai-push,,2026-09-05
invested_in,NVIDIA,Cloverleaf Infrastructure,"Sandbrook Capital and NGP provided founding capital ($300M+, July 2024); NVIDIA made a minority investment (~Aug 2026). Founded by ex-Microsoft energy head Brian Janous.",,high,links from original research round,1,https://www.datacenterdynamics.com/en/news/cloverleaf-infrastructure-secures-300m-for-clean-energy-data-center-campuses/,,,,2026-09-05
invested_in,NVIDIA,CoreWeave,Publicly traded since March 2025 IPO (NASDAQ: CRWV). Pre-IPO/ongoing backers include NVIDIA (strategic) and Magnetar Capital (largest VC-style backer); Blue Owl provided GPU-backed debt financing.,,high,links from original research round,1,https://www.cnbc.com/2025/03/28/coreweave-starts-trading-on-nasdaq-at-per-share.html,,,,2026-09-05
invested_in,NVIDIA,Crusoe,"Series E Oct 2025, $1.375B at ~$10B valuation, co-led by Valor Equity Partners and Mubadala Capital; NVIDIA, Fidelity, T. Rowe Price, Founders Fund, Tiger Global also participated.",,high,links from original research round,1,https://www.crusoe.ai/resources/newsroom/crusoe-announces-series-e-funding,,,,2026-09-05
invested_in,NVIDIA,IREN,5-year warrant for up to 30M shares (~$2.1B potential) alongside a $3.4B GPU cloud supply contract (May 2026).,,high,confirmed (re-sourcing pass 2026-09-08),3,https://iren.gcs-web.com/news-releases/news-release-details/iren-secures-34bn-ai-cloud-contract-nvidia,https://www.investing.com/news/company-news/iren-secures-34-billion-ai-cloud-services-deal-with-nvidia-93CH-4670431,https://finance.yahoo.com/markets/stocks/articles/iren-jumps-7-3-4-144258886.html,,2026-09-05
invested_in,NVIDIA,Lancium,"Up to $3B investment (initial $2B for ~20% equity stake, additional $1B milestone-contingent). — Re-sourcing note (2026-09-08): Based on press reports (The Information, Aug 2026: $2B initial for ~20%, +$1B on milestones, ~$10B EV); no company press release or SEC filing found.",,high,confirmed (re-sourcing pass 2026-09-08),2,https://finance.yahoo.com/technology/articles/nvidia-invest-3-billion-lancium-014211358.html,https://dealroom.co/news/143983-nvidia-to-invest-up-to-3b-in-texas-power-developer-lancium/,,,2026-09-05
invested_in,NVIDIA,Nebius,Disclosed 9.3% stake from a $2B strategic investment.,,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.cnbc.com/2026/07/21/nebius-stock-nvidia-stake-neocloud.html,https://www.investing.com/news/stock-market-news/nvidia-discloses-93-stake-in-neocloud-computing-firm-nebius-4801817,https://www.fool.com/investing/2026/07/22/nvidia-just-revealed-it-owns-93-of-nebius-the-stoc/,,2026-09-05
invested_in,NVIDIA,Nscale,"VC/strategic-backed (not PE). Aker ASA led a $1.1B Series B; NVIDIA, Dell, Fidelity, Blue Owl, Point72 and others also invested. Valued ~$14.6B as of March 2026.",,high,links from original research round,1,https://www.cnbc.com/2026/03/09/nscale-ai-data-center-nvidia-raise.html,,,,2026-09-05
invested_in,NVIDIA,Together AI,Participated as an existing investor across Together AI's funding rounds.,,medium,confirmed (re-sourcing pass 2026-09-08),3,https://www.together.ai/blog/together-ai-announcing-305m-series-b,https://www.prnewswire.com/news-releases/together-ai-raises-305m-series-b-to-scale-ai-acceleration-cloud-for-open-source-and-enterprise-ai-302380967.html,https://techcrunch.com/2026/07/01/neocloud-together-ai-raises-800m-leaps-to-8-3b-valuation/,,2026-09-05
invested_in,Nadia Partners,Beacon AI Centers,"Founding/launching investor (2023); committed to 4.5GW of Alberta, Canada data center development. — Re-sourcing note (2026-09-08): Nadia Partners originated/launched Beacon in January 2025 (not 2023); the 4.5GW Alberta commitment was announced May 2025.",,medium,confirmed (re-sourcing pass 2026-09-08),3,https://www.businesswire.com/news/home/20250116954679/en/Nadia-Partners-Originates-Beacon-AI-Centers-to-Advance-AI-Data-Center-Development-in-Alberta,https://www.datacenterdynamics.com/en/news/nadia-partners-launches-beacon-ai-centers/,https://www.businesswire.com/news/home/20250515695441/en/Beacon-AI-Centers-Appoints-Josh-Schertzer-as-CEO-Commits-to-an-Initial-4.5-GW-Data-Center-Development-in-Alberta-Canada,,2026-09-05
invested_in,National Real Estate Advisors,Sabey Data Centers,Business unit of privately-held Sabey Corporation (founder Dave Sabey); longstanding JV with National Real Estate Advisors; Ares Management made a strategic investment announced July 2026.,,high,links from original research round,1,https://www.globenewswire.com/news-release/2026/07/08/3324085/0/en/Sabey-Data-Center-Properties-Welcomes-Strategic-Investment-from-Ares-Strengthening-Platform-for-Continued-Growth.html,,,,2026-09-05
invested_in,New Mountain Capital,Salute EMEA,"Took a majority stake (Sept 2024) to support growth. — Re-sourcing note (2026-09-08): Majority stake (Sept 30, 2024) is in Salute Holdings (formerly Salute Mission Critical), the global parent; 'Salute EMEA' is a regional arm of that company, not the named investee. LLR Partners retained a significant minority.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.newmountaincapital.com/salute-announces-investment-from-new-mountain-capital-to-support-data-center-growth-trajectory/,https://salute.com/resources/news/salute-announces-investment-from-new-mountain-capital/,https://www.bisnow.com/national/news/data-center/data-center-services-staffing-firm-salute-receives-major-private-equity-investment-126103,,2026-09-05
invested_in,Northleaf Capital Partners,DataBank,"Originally acquired by DigitalBridge (2016); recapitalized 2022 -- Swiss Life, EDF Invest, Northleaf, Ardian bought ~35% for $1.5B; DigitalBridge reduced its stake further via a Jan 2025 raise.",,high,links from original research round,1,https://www.digitalbridge.com/news/2022-06-16-digitalbridge-announces-recapitalization-of-databank,,,,2026-09-05
invested_in,Novacap,H5 Data Centers,"JV (Jan 2025) launching the HyscaleIX Data Centers brand; acquired 365 Data Centers and vXchnge facilities. — Re-sourcing note (2026-09-08): HyscaleIX JV was announced Feb 2026 (not Jan 2025) and acquired three carrier hotels from 365 Data Centers plus a fourth Midwest facility; sources do not mention vXchnge. HyscaleIX is the second Novacap-H5 JV, after 'Hyscale Data Centers' formed in 2025.",,medium,partial (re-sourcing pass 2026-09-08),3,https://novacapcorp.com/news/novacap-and-h5-data-centers-launch-hyscaleix-data-centers/,https://www.globenewswire.com/news-release/2026/02/02/3230277/0/en/novacap-and-h5-data-centers-launch-hyscaleix-data-centers-and-announces-acquisition-of-portfolio-of-carrier-hotels-from-365-data-centers.html,https://www.datacenterdynamics.com/en/news/h5-and-novacap-launch-new-data-center-platform-acquire-three-carrier-hotels-from-365/,,2026-09-05
invested_in,Nuveen Infrastructure,CleanArc Data Centers,Snowhawk took majority control; Nuveen Infrastructure and Townsend Group are minority investors. Founding backer 547 Energy. Led by Vantage founder Jim Trout.,,high,links from original research round,1,https://irei.com/news/nuveen-infrastructure-becomes-latest-strategic-investor-in-cleanarc-data-centers/,,,,2026-09-05
invested_in,Oak Hill Capital,Global Technical Realty,"Founded by Franek Sodzawiczny in partnership with KKR, which committed $1bn (2020) and an additional $1.5bn (Jan 2026); Oak Hill Capital joined Jan 2026 (~$400M).",,high,links from original research round,1,https://oakhill.com/2026/01/07/kkr-and-oak-hill-capital-commit-nearly-2-billion-to-leading-european-data-center-platform-global-technical-realty/,,,,2026-09-05
invested_in,Oaktree Capital Management,Pure Data Centers,"Inferred from Clockwork company subtitle ""Oaktree-Owned"" — unverified — Re-sourcing note (2026-09-08): Ownership confirmed (Oaktree-backed/owned Pure DC). Note: as of Oct 2025 Oaktree was marketing a 20-40% stake sale at a GBP4-5bn valuation, so ownership share may change.",,,confirmed (re-sourcing pass 2026-09-08),3,https://www.bloomberg.com/news/articles/2025-10-03/oaktree-seeks-over-1-billion-funding-for-pure-data-centres,https://www.investing.com/news/stock-market-news/oaktree-seeks-investors-for-pure-data-centres-at-5-billion-value-93CH-4271002,https://www.marketscreener.com/news/oaktree-backed-firm-unveils-1-2-billion-amsterdam-data-centre-project-ce7d50d9d889f526,,2026-09-04
invested_in,Oaktree Capital Management,Pure Data Centres,"Oaktree is majority-owned (62%) by Brookfield Asset Management, an indirect ultimate backer.",,high,links from original research round,1,https://finance.yahoo.com/news/oaktree-backed-firm-unveils-1-110500130.html,,,,2026-09-05
invested_in,Ontario Teachers' Pension Plan,Compass Datacenters,Acquired June 2023 (~$5.5B) from RedBird Capital Partners/Azrieli Group. KKR made a Dec 2025 asset-level (not full-company) investment in stabilized assets.,,high,links from original research round,1,https://www.otpp.com/en-ca/about-us/news-and-insights/2023/brookfield-infrastructure-and-ontario-teachers--to-acquire-compass-datacenters-from-redbird-capital-partners-and-azrieli-group/,,,,2026-09-05
invested_in,Ontario Teachers' Pension Plan,Princeton Digital Group,"Co-founded by Warburg Pincus (2017); Mubadala ($350M), OTPP, and Stonepeak (~$1.3B, July 2025) also invested.",,high,links from original research round,1,https://warburgpincus.com/investments/princeton-digital-group/,,,,2026-09-05
invested_in,PIMCO,Apto,Launched and backed by PIMCO's real estate arm to manage its emerging European data center assets; Dromeus Capital is a co-investor.,,high,links from original research round,1,https://www.datacenterdynamics.com/en/news/real-estate-investor-pimco-launches-new-european-hyperscale-provider-apto/,,,,2026-09-05
invested_in,PSP Investments,Vantage,"$9.2B equity investment led by DigitalBridge and Silver Lake completed June 2024; additional 2024 capital from GIC, ADIA, AustralianSuper, MEAG.",,high,links from original research round,1,https://www.digitalbridge.com/news/2024-06-13-vantage-data-centers-completes-92-billion-equity-investment-led-by-digitalbridge-and-silver-lake,,,,2026-09-05
invested_in,PSP Partners,Tract,"Founder Grant van Rooyen invested significant personal capital; investor list sourced from PitchBook/trade press, not an official press release.",,medium,links from original research round,1,https://www.datacenterdynamics.com/en/analysis/building-for-the-long-term-grant-van-rooyens-tract-masterplan/,,,,2026-09-05
invested_in,Partners Group,EdgeCore Digital Infrastructure,"Acquired by Partners Group 2022 (~$1.2B initial); additional equity raises since, including a $1.9B round in 2024/2025. Prior backers (pre-2022) included GIC and OPTrust.",,high,links from original research round,1,https://www.partnersgroup.com/news-and-views/press-releases/investment-news/detail?news_id=df7d7424-a6bf-4b05-abc3-371ba8b1f151,,,,2026-09-05
invested_in,Permira,Tract,"Founder Grant van Rooyen invested significant personal capital; investor list sourced from PitchBook/trade press, not an official press release.",,medium,links from original research round,1,https://www.datacenterdynamics.com/en/analysis/building-for-the-long-term-grant-van-rooyens-tract-masterplan/,,,,2026-09-05
invested_in,Principal Asset Management,Crane Data Centers,"Partnership to develop a 100+MW Portland/Hillsboro, OR data center campus. — Re-sourcing note (2026-09-08): Campus is in Forest Grove, OR (near Hillsboro); announced Jan 2023.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.prnewswire.com/news-releases/crane-and-principal-asset-managementsm-to-develop-100-mw-data-center-campus-in-growing-portland-market-301721546.html,https://www.cranedc.com/blog/portland-dc-press-release,https://www.datacenterdynamics.com/en/news/crane-data-centers-partners-with-principal-planning-100mw-campus-in-oregon/,,2026-09-05
invested_in,Principal Asset Management,Stream Data Centers,Apollo funds acquired a majority stake from Stream Realty Partners (closed Nov 2025); Principal took a minority interest.,,high,links from original research round,1,https://ir.apollo.com/news-events/press-releases/detail/587/apollo-funds-complete-acquisition-of-stream-data-centers,,,,2026-09-05
invested_in,QuadReal Property Group,T5 Data Centers,Joint platform with QuadReal since 2019; expanded with an additional $8B equity commitment in 2024/2025.,,high,links from original research round,1,https://quadreal.com/quadreal-and-t5-capital-raise-to-support-data-centers-platform-growth-to-8-0-billion/,,,,2026-09-05
invested_in,Quinbrook Infrastructure Partners,Rowan Digital Infrastructure,Blackstone-affiliated funds acquired a 49% stake in a 2025/2026 recapitalization; Quinbrook Infrastructure Partners retains a role.,,high,links from original research round,1,https://www.prnewswire.com/news-releases/rowan-digital-infrastructure-announces-strategic-recapitalization-302738729.html,,,,2026-09-05
invested_in,Related Fund Management,Related Digital,"Formal capitalization (Mar 2025); $500M+ initial commitment, up to $8B target, for Related's data center unit. — Re-sourcing note (2026-09-08): The $500M+ sponsor commitment and up-to-$8B raise (Mar 2025) are confirmed, but sources attribute the capitalization to Related Companies (the parent); 'Related Fund Management' is not named as the investor in these sources.",,medium,partial (re-sourcing pass 2026-09-08),3,https://www.related.com/press-releases/2025-03-27/related-companies-accelerates-push-data-centers-capitalization-related,https://www.prnewswire.com/news-releases/related-companies-accelerates-push-into-data-centers-with-capitalization-of-related-digital-to-fuel-its-45-billion-pipeline-302413079.html,https://www.datacenterdynamics.com/en/news/related-companies-launches-data-center-unit-to-develop-45bn-pipeline/,,2026-09-05
invested_in,Revcap,Ark Data Centres,"Elliott acquired majority/control in 2012; Revcap holds a minority stake. Elliott has been exploring a sale (~£3bn) as of late 2025, not confirmed closed.",,high,links from original research round,1,https://www.datacenterdynamics.com/en/news/ark-owner-elliott-investment-looks-to-sell-uk-data-center-firm-report/,,,,2026-09-05
invested_in,Rice Investment Group,Cloverleaf Infrastructure,"Sandbrook Capital and NGP provided founding capital ($300M+, July 2024); NVIDIA made a minority investment (~Aug 2026). Founded by ex-Microsoft energy head Brian Janous.",,high,links from original research round,1,https://www.datacenterdynamics.com/en/news/cloverleaf-infrastructure-secures-300m-for-clean-energy-data-center-campuses/,,,,2026-09-05
invested_in,Rugen Street Capital,Skybox Datacenters,"No single controlling PE owner found -- operates via project-level JVs with Bandera Ventures, Rugen Street Capital, Prologis, and Principal Asset Management rather than a platform-level acquisition.",,medium,links from original research round,1,https://www.accessnewswire.com/newsroom/en/real-estate/skybox-datacenters-and-bandera-ventures-commence-development-of-300-megawatt-data-center-806308,,,,2026-09-05
invested_in,S2G Ventures,Tract,"Founder Grant van Rooyen invested significant personal capital; investor list sourced from PitchBook/trade press, not an official press release.",,medium,links from original research round,1,https://www.datacenterdynamics.com/en/analysis/building-for-the-long-term-grant-van-rooyens-tract-masterplan/,,,,2026-09-05
invested_in,SKS Credit,Hanwha Data Centers,"JV with Hanwha Solutions via a ₩250bn fund to finance green data center/logistics development. — Re-sourcing note (2026-09-08): Structured as an MOU (Jan 2023) between Hanwha Solutions Insight Division and SKS Credit, with SKS Credit raising a KRW250bn fund; counterparty is Hanwha Solutions, not a distinct 'Hanwha Data Centers' entity.",,medium,confirmed (re-sourcing pass 2026-09-08),3,https://www.datacenterdynamics.com/en/news/hanwha-and-sks-credit-to-invest-in-green-data-centers-in-south-korea/,https://www.kedglobal.com/esg/newsView/ked202301300022,https://w.media/hanwha-solutions-sks-credit-to-build-eco-friendly-data-center/,,2026-09-05
invested_in,Sandbrook Capital,Cloverleaf Infrastructure,"Sandbrook Capital and NGP provided founding capital ($300M+, July 2024); NVIDIA made a minority investment (~Aug 2026). Founded by ex-Microsoft energy head Brian Janous.",,high,links from original research round,1,https://www.datacenterdynamics.com/en/news/cloverleaf-infrastructure-secures-300m-for-clean-energy-data-center-campuses/,,,,2026-09-05
invested_in,Serena Capital,metrobloks,Participated in metrobloks' seed round.,,high,confirmed (re-sourcing pass 2026-09-08),2,https://www.metrobloks.com/press-release/metrobloks-seed-raise,https://www.datacenterdynamics.com/en/news/data-center-startup-metrobloks-raises-52-million-funding/,,,2026-09-05
invested_in,Silver Lake,Khazna Data Centers,Minority investor alongside MGX after e& sold its 40% stake for $2.2B (Feb 2025).,,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.datacenterdynamics.com/en/news/khazna-data-centers-confirms-fresh-funding-from-mgx-and-silver-lake/,https://www.meed.com/khazna-confirms-mgx-and-silver-lake-as-shareholders,https://w.media/khazna-data-centers-welcomes-new-investors-as-e-exits/,,2026-09-05
invested_in,Silver Lake,Vantage,"$9.2B equity investment led by DigitalBridge and Silver Lake completed June 2024; additional 2024 capital from GIC, ADIA, AustralianSuper, MEAG.",,high,links from original research round,1,https://www.digitalbridge.com/news/2024-06-13-vantage-data-centers-completes-92-billion-equity-investment-led-by-digitalbridge-and-silver-lake,,,,2026-09-05
invested_in,Sixth Street Partners,EdgeConneX,"Acquired by EQT Infrastructure 2020 (~$2.6B); Sixth Street Partners joined as strategic investor, expected close Q4 2024. Liberty Global retains a small rolled-over stake.",,high,links from original research round,1,https://www.edgeconnex.com/news/press-releases/eqt-infrastructure-to-acquire-leading-global-data-center-provider-edgeconnex/,,,,2026-09-05
invested_in,Snowhawk Partners,CleanArc Data Centers,Snowhawk took majority control; Nuveen Infrastructure and Townsend Group are minority investors. Founding backer 547 Energy. Led by Vantage founder Jim Trout.,,high,links from original research round,1,https://irei.com/news/nuveen-infrastructure-becomes-latest-strategic-investor-in-cleanarc-data-centers/,,,,2026-09-05
invested_in,SoftBank Group,Cipher Mining,"$50M PIPE investment (Jan 2025), explicitly to advance HPC data center development.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://investors.ciphermining.com/news-releases/news-release-details/cipher-mining-announces-50-million-pipe-investment-softbank,https://www.sec.gov/Archives/edgar/data/1819989/000119312525017265/d896808dex991.htm,https://www.globenewswire.com/news-release/2025/01/30/3018432/0/en/Cipher-Mining-Announces-50-Million-PIPE-Investment-from-SoftBank-Group.html,,2026-09-05
invested_in,SoftBank Group,Sesterce,"JV to build a 1GW AI data center campus at Bosquel, France (2026). — Re-sourcing note (2026-09-08): JV is majority-owned by SoftBank Group; announced May 31, 2026 at Choose France.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://group.softbank/en/news/press/20260531,https://www.rttnews.com/3656795/softbank-sesterce-jv-to-develop-1-gw-ai-data-center-campus-in-france-stock-up.aspx,https://www.storagenewsletter.com/2026/06/04/choose-france-summit-2026-softbank-group-and-sesterce-to-develop-1gw-ai-data-center-in-bosquel-france/,,2026-09-05
invested_in,Spring Lane Capital,Soluna Holdings,"Up to ~$108M project-level capital (Spring Lane Capital Fund II). — Re-sourcing note (2026-09-08): Sources confirm $30M (Dorothy 2, 2024), $20M (Kati 1, 2025), up to $4M DevEx from Fund II, and an agreement for up to $100M additional project capital; the exact '~$108M' aggregate was not found stated.",,medium,partial (re-sourcing pass 2026-09-08),3,https://www.solunacomputing.com/news/soluna-closes-20m-funding-from-spring-lane-capital-to-begin-construction-on-project-kati-1/,https://www.businesswire.com/news/home/20240521033134/en/Soluna-Secures-30M-from-Spring-Lane-Capital-to-Fuel-Project-Dorothy-2,https://www.businesswire.com/news/home/20250611212996/en/Soluna-Inks-$20M-from-Spring-Lane-Capital-to-Launch-Project-Kati-1,,2026-09-05
invested_in,Starwood Capital Group (Starwood Digital Ventures),MARA Holdings,"50/50 JV (Feb 26 2026) -- MARA contributes power-rich sites, retains up to 50% JV stake; Starwood leads EPC, tenant sourcing, and operations. ~1GW near-term, pathway to 2.5GW+.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://ir.mara.com/news-events/press-releases/detail/1416/mara-announces-strategic-partnership-with-starwood-to-accelerate-delivery-of-cutting-edge-hyperscale-enterprise-and-ai-capable-digital-infrastructure,https://www.sec.gov/Archives/edgar/data/1507605/000095014226000532/eh260744046_ex9901.htm,https://www.datacenterdynamics.com/en/news/mara-inks-joint-venture-agreement-with-starwood-to-expand-us-data-center-portfolio/,,2026-09-05
invested_in,Stonepeak,AGP Sustainable Real Assets,$650M strategic investment (Nov 2023) into AGP's multi-sector platform (incl. data centers).,,high,confirmed (re-sourcing pass 2026-09-08),3,https://stonepeak.com/news/agp-sustainable-real-assets-announces-strategic-investment-from-stonepeak,https://www.businesswire.com/news/home/20231101276849/en/AGP-Sustainable-Real-Assets-Announces-Strategic-Investment-from-Stonepeak,https://www.mingtiandi.com/real-estate/finance/stonepeak-investing-650m-in-singapore-based-agp-sustainable-real-assets/,,2026-09-05
invested_in,Stonepeak,Cologix,Stonepeak acquired majority interest 2017 (~$500M); completed a $3.0B equity recapitalization in 2022.,,high,links from original research round,1,https://cologix.com/news/stonepeak-successfully-completes-3-0-billion-equity-recapitalization-portfolio-company-cologix/,,,,2026-09-05
invested_in,Stonepeak,Digital Edge DC,Founding $1B equity commitment (2020); $1.6B raise (2025); Stonepeak's dedicated APAC DC platform. — Re-sourcing note (2026-09-08): Founding investment (2020) and $1.6B raise (Jan 2025: ~$640M equity + $1B debt) confirmed; the specific '$1B' founding equity figure is not in these snippets.,,high,confirmed (re-sourcing pass 2026-09-08),3,https://stonepeak.com/news/digital-edge-dc-raises-over-us1-6-billion-in-new-equity-and-debt-capital-to-fund-continued-platform-expansion,https://www.digitaledgedc.com/resources/newsroom/digital-edge-raises-over-us1-6-billion-in-new-equity-and-debt-capital-to-fund-continued-platform-expansion/,https://www.datacenterdynamics.com/en/news/apac-data-center-firm-digital-edge-raises-16-billion/,,2026-09-05
invested_in,Stonepeak,Montera Infrastructure,Launched Montera Infrastructure (April 2025) with a $1.5B equity commitment; Stonepeak's 4th North American data center investment.,,high,confirmed (re-sourcing pass 2026-09-08),3,https://stonepeak.com/news/stonepeak-launches-montera-infrastructure,https://secure.businesswire.com/news/home/20250422471419/en/Stonepeak-Launches-Montera-Infrastructure,https://www.datacenterdynamics.com/en/news/stonepeak-launches-north-american-data-center-firm-montera-infrastructure/,,2026-09-05
invested_in,Stonepeak,Princeton Digital Group,"Co-founded by Warburg Pincus (2017); Mubadala ($350M), OTPP, and Stonepeak (~$1.3B, July 2025) also invested.",,high,links from original research round,1,https://warburgpincus.com/investments/princeton-digital-group/,,,,2026-09-05
invested_in,Swiss Life Asset Management,DataBank,"Originally acquired by DigitalBridge (2016); recapitalized 2022 -- Swiss Life, EDF Invest, Northleaf, Ardian bought ~35% for $1.5B; DigitalBridge reduced its stake further via a Jan 2025 raise.",,high,links from original research round,1,https://www.digitalbridge.com/news/2022-06-16-digitalbridge-announces-recapitalization-of-databank,,,,2026-09-05
invested_in,Temasek Holdings,CapitaLand,Majority/anchor shareholder of CapitaLand; Temasek separately pledged $30B for AI/semiconductor/data center investment across its portfolio. — Re-sourcing note (2026-09-08): Majority ownership confirmed (Temasek ~51% after the 2019 Ascendas-Singbridge merger; CapitaLand Group is now controlled via Temasek's wholly-owned CLA Real Estate Holdings). The separate '$30B AI/data center pledge' was not searched/verified here.,,medium,confirmed (re-sourcing pass 2026-09-08),3,https://realassets.ipe.com/news/temasek-to-emerge-as-majority-shareholder-of-capitaland/10030596.article,https://investor.capitaland.com/ownership_summary.html,https://www.asiaasset.com/sovereign-wealth-funds/singapores-temasek-sells-stake-in-firms-to-capitaland-for-s6-billion/,,2026-09-05
invested_in,Tiger Infrastructure Partners,Stellium Data Centres,Co-invested in Stellium Data Centres' £30M Series B (Oct 2019). — Re-sourcing note (2026-09-08): Tiger led the GBP30M round (with Eram Capital Advisors as partner) rather than co-investing as a secondary participant.,,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.prnewswire.com/news-releases/tiger-infrastructure-invests-in-stellium-datacenters-300950445.html,https://www.datacenterdynamics.com/en/news/stellium-datacenters-finishes-30m-investment-round/,https://irei.com/news/tiger-infrastructure-invests-30m-stellium-datacenters/,,2026-09-05
